Provider,Name,Longitude,Latitude,Elevation,HN_year_start,HN_year_end,HS_year_start,HS_year_end
AT_HZB,Hochgleinz,15.3322222222222,46.8058333333333,340,2002,2016,2002,2016
AT_HZB,Hochstrass,16.3997222222222,47.4283333333333,424,1970,2016,1970,2016
AT_HZB,Hochwolkersdorf,16.2777777777778,47.6655555555556,614,1970,2016,1970,2016
AT_HZB,Hofen,10.6811111111111,47.4716666666667,874,1970,2016,1970,2016
AT_HZB,Hofkirchen_an_der_Trattnach,13.7394444444444,48.2172222222222,385,1980,2016,1980,2016
AT_HZB,Hofstetten,15.5138888888889,48.0958333333333,318,1970,2016,1970,2016
AT_HZB,Hohenau_am_Wechsel,15.9852777777778,47.4608333333333,1080,1981,2016,1981,2016
AT_HZB,Hohenau_an_der_Raab,15.5130555555556,47.3008333333333,702,1980,2016,1980,2016
AT_HZB,Hohenems,9.68,47.3566666666667,422,1970,2016,1970,2016
AT_HZB,Hohenlehen,14.7775,47.8566666666667,424,1970,2016,1970,2016
AT_HZB,Hohentauern,14.4875,47.4338888888889,1265,1970,2016,1970,2016
AT_HZB,Hollenthon,16.2633333333333,47.5908333333333,685,2005,2016,2005,2016
AT_HZB,Hopfgarten_i_Brt_,12.1527777777778,47.4541666666667,591,1970,2016,1970,2016
AT_HZB,Hopfgarten_i_Def_,12.5127777777778,46.9197222222222,1096,1978,2016,1978,2016
AT_HZB,Horbranz,9.75277777777778,47.5502777777778,425,1970,2016,1970,2016
AT_HZB,Horzendorf,14.3311111111111,46.7344444444445,475,1997,2016,1997,2016
AT_HZB,Huttau,13.3155555555556,47.4130555555556,720,1970,2016,1970,2016
AT_HZB,Hutten,12.7330555555556,47.4472222222222,900,1970,2016,1970,2016
AT_HZB,Huttererboden,14.1805555555556,47.6797222222222,1370,1970,2016,1970,2016
AT_HZB,Huttschlag,13.2313888888889,47.1772222222222,1030,1970,2016,1970,2016
AT_HZB,Ibm,12.9594444444444,48.0669444444445,427,1970,2016,1970,2016
AT_HZB,Illmitz_Biologische_Station_,16.7536111111111,47.7705555555556,115,1999,2016,1999,2016
AT_HZB,Imst_Oberstadt,10.7411111111111,47.2488888888889,860,1970,2016,1970,2016
AT_HZB,Ingering_II,14.705,47.2711111111111,850,1970,2016,1970,2016
AT_HZB,Inneralpbach,11.9655555555556,47.3736111111111,1040,1970,2016,1970,2016
AT_HZB,Innerlaterns,9.74305555555556,47.2569444444445,1025,1970,2016,1970,2016
AT_HZB,Innerschmirn_Obern,11.6044444444444,47.1097222222222,1632,1978,2016,1978,2016
AT_HZB,Innervillgraten,12.3597222222222,46.81,1400,1970,2016,1970,2016
AT_HZB,Inzing,11.2072222222222,47.2705555555556,610,1978,2016,1978,2016
AT_HZB,Irschen_Leppen,13.0269444444444,46.7630555555556,1150,1976,2016,1976,2016
AT_HZB,Iselsberg_Penzelberg,12.8586111111111,46.8566666666667,1210,1970,2016,1970,2016
AT_HZB,Jagerwirt,15.0919444444444,46.7405555555556,1300,1987,2016,1987,2016
AT_HZB,Jauken,13.0355555555556,46.6744444444445,925,2006,2016,2006,2016
AT_HZB,Jerzens_Ritzenried,10.7819444444444,47.1225,1120,1970,2016,1970,2016
AT_HZB,Jochberg,12.4269444444444,47.3827777777778,950,1970,2016,1970,2016
AT_HZB,Judenburg,14.6622222222222,47.1727777777778,730,1970,2016,1970,2016
AT_HZB,Julbach,13.8561111111111,48.6652777777778,565,1980,2016,1980,2016
AT_HZB,Jungholz,10.4561111111111,47.5730555555556,1118,1979,2016,1979,2016
AT_HZB,Kaiserbrunn,15.7925,47.7358333333333,523,1970,2016,1970,2016
AT_HZB,Kaisers,10.2975,47.2133333333333,1380,1970,2016,1970,2016
AT_HZB,Kappl_Oberbichl,10.3961111111111,47.0744444444445,1490,1999,2016,1999,2016
AT_HZB,Karbachalm_Talstation_,13.1097222222222,47.38,925,1992,2016,1992,2016
AT_HZB,Karl,16.3466666666667,47.5080555555556,373,1970,2016,1970,2016
AT_HZB,Karlstetten,15.5766666666667,48.255,340,1980,2016,1980,2016
AT_HZB,Karlstift,14.7294444444444,48.5958333333333,919,1970,2016,1970,2016
AT_HZB,Kartitsch,12.5022222222222,46.725,1374,1988,2016,1988,2016
AT_HZB,Kaunertal_Vergotschen,10.7530555555556,47.0430555555556,1269,1970,2016,1970,2016
AT_HZB,Kelchsau,12.1388888888889,47.3863888888889,801,1970,2016,1970,2016
AT_HZB,Kematen_am_Innbach,13.8675,48.1763888888889,355,1970,2016,1970,2016
AT_HZB,Kendlbruck,13.8813888888889,47.0702777777778,940,2006,2016,2006,2016
AT_HZB,Kernhof,15.5169444444444,47.8230555555556,751,1991,2016,1991,2016
AT_HZB,Keutschach,14.1655555555556,46.5927777777778,530,1970,2016,1970,2016
AT_HZB,Kilb,15.4144444444444,48.1105555555556,295,1970,2016,1970,2016
AT_HZB,Kindtal,15.4666666666667,47.5241666666667,573,2011,2016,2011,2016
AT_HZB,Kirchberg_am_Wechsel,16.0063888888889,47.6055555555556,563,1970,2016,1970,2016
AT_HZB,Kirchberg_in_Tirol,12.3166666666667,47.4463888888889,830,1970,2016,1970,2016
AT_HZB,Kirchberg_ob_der_Donau,13.9380555555556,48.4447222222222,588,1970,2016,1970,2016
AT_HZB,Kirchdorf_an_der_Krems,14.1211111111111,47.9113888888889,456,1970,2016,1970,2016
AT_HZB,Kirchfidisch,16.3502777777778,47.1613888888889,266,1996,2016,1996,2016
AT_HZB,Kirchschlag_bei_Linz,14.2719444444444,48.4122222222222,885,1990,2016,1990,2016
AT_HZB,Kittsee,17.0666666666667,48.0813888888889,136,1970,2016,1970,2016
AT_HZB,Kitzeck_im_Sausal,15.4491666666667,46.7930555555556,485,1970,2016,1970,2016
AT_HZB,Klagenfurt,14.3186111111111,46.6127777777778,458,1981,2016,1981,2016
AT_HZB,Klammstein,13.0816666666667,47.2647222222222,795,1971,2016,1971,2016
AT_HZB,Klaus_an_der_Pyhrnbahn,14.1588888888889,47.8316666666667,461,1970,2016,1970,2016
AT_HZB,Klaushof,11.9430555555556,47.1577777777778,1022,1973,2016,1973,2016
AT_HZB,Klein_Pyhrgas,14.3808333333333,47.7088888888889,727,1970,2016,1970,2016
AT_HZB,Kleinarl,13.3163888888889,47.2825,990,1970,2016,1970,2016
AT_HZB,Kleinreifling,14.6422222222222,47.8230555555556,414,1970,2016,1970,2016
AT_HZB,Kleinvolderberg,11.5413888888889,47.2736111111111,660,1970,2016,1970,2016
AT_HZB,Kleylehof,17.0680555555556,47.8936111111111,135,1970,2016,1970,2016
AT_HZB,Klopein_am_Klopeiner_See,14.6016666666667,46.6055555555556,470,1970,2016,1970,2016
AT_HZB,Klosterle,10.0866666666667,47.1322222222222,1057,1980,2016,1980,2016
AT_HZB,Klosterwinkel,15.0969444444444,46.9158333333333,1162,1986,2016,1986,2016
AT_HZB,Knappenberg,14.5588888888889,46.9219444444445,1050,1986,2016,1986,2016
AT_HZB,Kobersdorf,16.3961111111111,47.5980555555556,333,1970,2016,1970,2016
AT_HZB,Kopfing,13.6602777777778,48.4413888888889,569,1973,2016,1973,2016
AT_HZB,Kossen,12.4027777777778,47.6716666666667,590,1970,2016,1970,2016
AT_HZB,Kreuzberg,15.4591666666667,46.7069444444445,590,1986,2016,1986,2016
AT_HZB,Kreuzwirt,15.7933333333333,47.38,1038,1974,2016,1974,2016
AT_HZB,Krippenstein,13.6941666666667,47.5238888888889,2050,1970,2016,1970,2016
AT_HZB,Kukmirn,16.205,47.0761111111111,252,1970,2016,1970,2016
AT_HZB,Laab,14.6452777777778,48.22,240,1970,2016,1970,2016
AT_HZB,Laab_im_Walde,16.1752777777778,48.155,318,1980,2016,1980,2016
AT_HZB,Laakirchen,13.8144444444444,47.9836111111111,440,1970,2016,1970,2016
AT_HZB,Lackenhof,15.1538888888889,47.87,807,1970,2016,1970,2016
AT_HZB,Ladis_Neuegg,10.6488888888889,47.0972222222222,1426,1970,2016,1970,2016
AT_HZB,Lahn_Hallstatt,13.6463888888889,47.5569444444444,510,1970,2016,1970,2016
AT_HZB,Lambrechten,13.5233333333333,48.3133333333333,396,1970,2016,1970,2016
AT_HZB,Lanersbach,11.7438888888889,47.1622222222222,1250,1970,2016,1970,2016
AT_HZB,Langenfeld,10.97,47.0763888888889,1180,1970,2016,1970,2016
AT_HZB,Langhalsen,14.0022222222222,48.4794444444445,449,1970,2016,1970,2016
AT_HZB,Lasberg,14.5152777777778,48.4883333333333,575,1981,2016,1981,2016
